time	plasma_radioactivity
12	4926.673
30	38269.09
42	55796.67
54	47695.22
66	37400.46
78	30404.91
90	25828.43
102	22711.68
114	20486.63
135	17845.93
165	15542.78
195	14100.1
225	13107.43
255	12377.97
285	11815.26
315	11364.74
345	10993.3
390	10539.96
450	10065.76
510	9688.628
570	9376.169
630	9109.223
690	8875.723
750	8667.68
810	8479.591
930	8148.623
1110	7731.541
1350	7271.559
1650	6795.573
1950	6393.594
2250	6044.89
2550	5737.134
