time	plasma_radioactivity
12	4070.563
30	34735.54
42	51808.55
54	43141.58
66	33140.95
78	26645.93
90	22501.38
102	19720.31
114	17753.67
135	15438.32
165	13434.01
195	12184.9
225	11327.93
255	10699.27
285	10214.87
315	9827.296
345	9507.878
390	9118.116
450	8710.403
510	8386.054
570	8117.207
630	7887.4
690	7686.278
750	7506.987
810	7344.809
930	7059.234
1110	6698.995
1350	6301.267
1650	5889.293
1950	5541.114
2250	5238.931
2550	4972.141
