time	plasma_radioactivity
12	28497.67
30	32418.68
42	32720.67
54	32542.16
66	32151.72
78	31659.29
90	31117.42
102	30553.77
114	29983.91
135	28996.97
165	27646.59
195	26387.08
225	25222.09
255	24147.39
285	23156.09
315	22240.74
345	21394.14
390	20238.76
450	18882.1
510	17700.89
570	16664.83
630	15749.93
690	14937.11
750	14211.01
810	13559.15
930	12439.15
1110	11111.43
1350	9799.509
1650	8641.256
1950	7829.141
2250	7246.816
2550	6824.836
