time	plasma_radioactivity
15	26846.87
36	65555.09
48	65244.23
60	57682.93
72	49702.01
84	43090.64
96	37907.32
108	33860.83
120	30665.14
132	28100.75
144	26008.98
165	23162.34
195	20275.32
225	18238.57
255	16727.02
285	15560.59
315	14632.31
345	13874.96
390	12966.58
450	12044.27
510	11338.8
570	10777.98
630	10318.52
690	9932.886
750	9602.758
810	9315.466
930	8835.655
1110	8275.642
1350	7709.14
1650	7168.554
1950	6739.267
2250	6381.519
2550	6073.857
