time	plasma_radioactivity
15	-192.1742
36	39570.89
48	56108.62
60	35282.12
72	25071.97
84	19993.18
96	17073.03
108	15202.11
120	13907.51
132	12959.82
144	12235.85
165	11307.8
195	10417.38
225	9808.62
255	9360.485
285	9012.578
315	8731.457
345	8497.133
390	8206.868
450	7896.553
510	7643.521
570	7428.879
630	7241.49
690	7074.346
750	6922.81
810	6783.677
930	6534.062
1110	6211.443
1350	5846.839
1650	5462.224
1950	5133.456
2250	4846.435
2550	4592.322
