time	plasma_radioactivity
18	976.6796
42	23583.49
54	41103.8
66	41871.04
78	35657.6
90	30039.53
102	25954.36
114	23027.63
135	19616.14
165	16730.69
195	14969.57
225	13774.45
255	12900.93
285	12226.98
315	11685.34
345	11236.05
390	10682.57
450	10095.33
510	9620.774
570	9222.02
630	8877.393
690	8573.252
750	8300.542
810	8052.98
930	7616.378
1110	7068.065
1350	6472.214
1650	5872.54
1950	5383.722
2250	4974.626
2550	4625.803
