time	plasma_radioactivity
10	-1052.291
35	-3355.67
65	28797.45
95	35754.87
125	22610.53
170	15901.31
230	12513.44
290	10828.46
350	9766.455
410	9005.379
470	8415.77
530	7935.239
590	7529.755
710	6869.987
890	6117.403
1130	5371.954
1430	4682.383
1730	4158.697
2030	3744.198
2330	3406.608
