time	plasma_radioactivity
12	13815.56
30	24516.25
42	25833.76
54	25106.37
66	23641.42
78	22022.52
90	20476.69
102	19077.92
114	17838.74
135	16018.88
165	14026.14
195	12537.42
225	11391.27
255	10484.26
285	9749.287
315	9141.614
345	8630.505
390	7999.121
450	7337.779
510	6818.743
570	6398.706
630	6050.336
690	5755.553
750	5501.93
810	5280.645
930	4910.97
1110	4481.935
1350	4054.746
1650	3657.971
1950	3353.204
2250	3107.518
2550	2902.819
