time	plasma_radioactivity
15	13119.33
36	43288.77
48	44664.84
60	39375.33
72	33809.2
84	29396.91
96	26070.39
108	23551.03
120	21606.8
132	20074.1
144	18841.14
165	17186.94
195	15535.77
225	14386.2
255	13541.07
285	12893.61
315	12381.37
345	11965.57
390	11469.61
450	10969.59
510	10590.06
570	10290.63
630	10047.17
690	9844.41
750	9672.193
810	9523.522
930	9278.206
1110	8997.743
1350	8722.234
1650	8468.885
1950	8275.443
2250	8119.969
2550	7990.615
