time	plasma_radioactivity
12	13724.11
30	36239.97
42	40630.53
54	38689.83
66	34889.1
78	31152.6
90	27972.86
102	25370.17
114	23251.13
135	20411.08
165	17614.11
195	15702.99
225	14319.87
255	13272.6
285	12450.81
315	11787.21
345	11238.65
390	10570.94
450	9880.035
510	9340.812
570	8904.084
630	8540.002
690	8229.414
750	7959.467
810	7721.213
930	7315.768
1110	6829.759
1350	6323.895
1650	5829.342
1950	5430.677
2250	5096.404
2550	4808.823
