time	plasma_radioactivity
18	0.0
42	42684.23
54	44318.99
66	36791.77
78	28559.01
90	22399.38
102	18458.82
114	16138.91
135	14251.8
165	13412.49
195	13111.38
225	12905.47
255	12716.96
285	12533.34
315	12352.68
345	12174.68
390	11912.47
450	11571.63
510	11240.55
570	10918.93
630	10606.52
690	10303.05
750	10008.26
810	9721.899
930	9173.532
1110	8408.428
1350	7486.619
1650	6475.144
1950	5600.324
2250	4843.696
2550	4189.291
