time	plasma_radioactivity
12	0.0
30	14145.18
42	30902.31
54	32085.85
66	26636.33
78	20676.02
90	16216.6
102	13363.73
114	11684.18
135	10317.96
165	9710.313
195	9492.314
225	9343.241
255	9206.764
285	9073.829
315	8943.039
345	8814.166
390	8624.337
450	8377.578
510	8137.879
570	7905.038
630	7678.859
690	7459.152
750	7245.73
810	7038.416
930	6641.412
1110	6087.495
1350	5420.128
1650	4687.845
1950	4054.497
2250	3506.717
2550	3032.944
