time	plasma_radioactivity
12	557.2932
30	8875.727
42	24569.91
54	34413.85
66	31482.81
78	26193.09
90	22099.54
102	19219.2
114	17167.45
135	14770.72
165	12733.52
195	11487.55
225	10644.02
255	10030.86
285	9561.332
315	9187.272
345	8879.906
390	8505.795
450	8115.41
510	7805.558
570	7549.352
630	7330.997
690	7140.583
750	6971.561
810	6819.415
930	6553.699
1110	6223.689
1350	5867.965
1650	5511.012
1950	5219.537
2250	4974.56
2550	4764.567
