time	plasma_radioactivity
15	4094.334
36	53507.72
48	56085.84
60	40586.69
72	30792.26
84	25139.85
96	21633.58
108	19292.5
120	17634.47
132	16404.98
144	15459.72
165	14245.99
195	13089.35
225	12312.35
255	11754.09
285	11332.97
315	11003.35
345	10737.77
390	10422.83
450	10106.61
510	9866.692
570	9676.841
630	9521.607
690	9391.311
750	9279.584
810	9182.061
930	9018.11
1110	8823.82
1350	8621.756
1650	8420.613
1950	8252.457
2250	8104.768
2550	7970.992
