time	plasma_radioactivity
15	-1035.213
36	26024.82
48	65948.69
60	56948.48
72	42832.56
84	34375.52
96	29261.15
108	25929.45
120	23610.69
132	21910.2
144	20610.74
165	18945.61
195	17349.04
225	16257.57
255	15453.47
285	14828.34
315	14322.32
345	13899.72
390	13374.96
450	12812.19
510	12351.97
570	11960.77
630	11618.84
690	11313.75
750	11037.24
810	10783.59
930	10329.54
1110	9745.767
1350	9092.051
1650	8411.326
1950	7837.797
2250	7343.915
2550	6912.191
