time	plasma_radioactivity
12	8943.603
30	33198.46
42	40210.17
54	37940.19
66	33296.23
78	29089.56
90	25770.31
102	23210.97
114	21220.88
135	18671.28
165	16275.75
195	14694.84
225	13573.91
255	12735.29
285	12081.5
315	11555.03
345	11119.88
390	10588.84
450	10035.5
510	9598.811
570	9240.462
630	8937.483
690	8675.259
750	8444.044
810	8237.084
930	7877.869
1110	7434.181
1350	6955.756
1650	6471.172
1950	6068.835
2250	5724.034
2550	5422.438
