time	plasma_radioactivity
18	0.0
42	38802.69
54	40288.79
66	33446.05
78	25961.96
90	20362.46
102	16780.24
114	14671.3
135	12955.79
165	12192.8
195	11919.07
225	11731.89
255	11560.52
285	11393.6
315	11229.37
345	11067.55
390	10829.19
450	10519.35
510	10218.37
570	9926.001
630	9641.998
690	9366.122
750	9098.138
810	8837.822
930	8339.322
1110	7643.794
1350	6805.812
1650	5886.317
1950	5091.049
2250	4403.226
2550	3808.331
